,genre_name,id,vote_average,popularity,pal_intensity_1,pal_intensity_2,pal_intensity_3,pal_intensity_4,pal_intensity_5,avg_red,avg_blue,avg_green
1790,Drama,225044,7.6,0.440643,765,762,763,764,764,254.59999999999999,254.59999999999999,254.40000000000001
1791,Action,6623,5.7,1.255129,0,2,3,1,5,0.40000000000000002,0.59999999999999998,1.2
1792,Comedy,2020,4.4,1.322127,762,759,747,756,756,250.59999999999999,252.19999999999999,253.19999999999999
1793,Comedy,18480,5.3,1.383043,765,743,764,740,764,251.80000000000001,252.59999999999999,250.80000000000001
1794,Comedy,44009,6.9,1.131281,699,696,693,690,696,251.59999999999999,227.80000000000001,215.40000000000001
1795,Comedy,375900,5.3,0.048561,765,469,468,470,471,255.0,222.59999999999999,51.0
1796,Action,1948,6.6,2.203385,8,10,9,12,14,9.8000000000000007,0.40000000000000002,0.40000000000000002
1797,Documentary,16971,6.5,0.042056,134,121,691,128,131,112.2,79.400000000000006,49.399999999999999
1798,Comedy,14681,5.5,0.437933,764,765,763,762,764,254.19999999999999,254.80000000000001,254.59999999999999
1799,Drama,114155,6.2,0.729882,3,712,709,706,715,198.19999999999999,187.80000000000001,183.0
1800,Comedy,1550,6.5,0.377378,275,753,754,750,725,241.0,207.0,203.40000000000001
1801,Comedy,1961,5.9,0.600512,0,3,18,2,6,1.0,1.6000000000000001,3.2000000000000002
1802,Thriller,214761,5.6,0.650965,10,23,9,26,23,6.0,7.7999999999999998,4.4000000000000004
1803,Romance,45272,5.9,0.536256,750,762,747,6,27,154.40000000000001,154.40000000000001,149.59999999999999
1804,Thriller,374617,6.3,1.58798,18,15,4,19,22,7.5999999999999996,5.5999999999999996,2.3999999999999999
1805,Comedy,256273,6.8,0.210239,453,765,456,37,764,163.80000000000001,164.59999999999999,166.59999999999999
1806,Comedy,377587,4.4,0.450672,0,3,6,3,1,2.0,0.20000000000000001,0.40000000000000002
1807,Drama,12900,6.8,1.032887,0,762,21,760,765,153.59999999999999,153.80000000000001,154.19999999999999
1808,Action,9920,4.8,1.0501,3,5,9,7,6,1.3999999999999999,0.0,4.5999999999999996
1809,Action,50037,5.8,0.20432,0,5,760,6,3,52.799999999999997,51.399999999999999,50.600000000000001
1810,Comedy,74336,7.1,0.230457,0,3,1,1,2,0.40000000000000002,0.40000000000000002,0.59999999999999998
1811,Action,338676,5.4,0.982548,38,35,34,41,28,5.5999999999999996,11.800000000000001,17.800000000000001
1812,Romance,19601,6.1,1.060313,591,131,580,583,132,89.0,143.80000000000001,170.59999999999999
1813,Comedy,109431,5.6,1.675394,0,81,765,3,75,60.399999999999999,62.0,62.399999999999999
1814,Drama,15163,7.0,1.583478,0,612,609,615,606,164.40000000000001,165.19999999999999,158.80000000000001
1815,Comedy,50204,6.0,1.684346,0,3,1,6,1,0.80000000000000004,0.80000000000000004,0.59999999999999998
1816,Comedy,323373,6.5,0.595615,738,735,741,732,729,245.0,245.0,245.0
1817,Comedy,82687,5.4,0.664995,765,108,111,105,114,79.400000000000006,81.0,80.200000000000003
1818,Romance,14313,5.8,0.463637,760,765,762,759,756,254.0,254.40000000000001,252.0
1819,Thriller,82525,6.2,1.281931,765,764,763,764,762,254.19999999999999,254.80000000000001,254.59999999999999
1820,Romance,30970,6.5,0.715238,758,765,755,754,762,254.59999999999999,249.80000000000001,254.40000000000001
1821,Comedy,13156,6.8,0.578273,344,343,353,762,9,52.399999999999999,120.40000000000001,189.40000000000001
1822,Action,253835,5.8,0.048094,0,3,2,5,6,0.80000000000000004,0.80000000000000004,1.6000000000000001
1823,Action,264337,6.6,0.96181,0,765,3,1,2,51.200000000000003,51.399999999999999,51.600000000000001
1824,Comedy,39356,7.3,0.149612,3,20,23,26,17,7.0,6.2000000000000002,4.5999999999999996
1825,Animation,91417,6.8,0.764862,0,2,3,100,5,6.2000000000000002,6.7999999999999998,9.0
1826,Thriller,92395,5.1,0.07492,22,25,33,24,30,6.7999999999999998,9.0,11.0
1827,Thriller,11683,5.9,1.76239,0,12,3,9,6,2.0,2.0,2.0
1828,Drama,347123,6.7,0.998192,763,0,764,760,765,204.0,203.59999999999999,202.80000000000001
1829,Action,9341,5.3,1.331711,0,3,3,180,1,29.800000000000001,1.2,6.4000000000000004
1830,Comedy,137315,6.9,0.00723,0,3,6,9,645,41.399999999999999,47.0,44.200000000000003
1831,Drama,13537,6.5,0.818834,0,3,6,9,12,2.0,2.0,2.0
1832,Action,209764,7.1,0.020474,0,2,1,3,56,2.6000000000000001,4.2000000000000002,5.5999999999999996
1833,Thriller,76617,5.4,1.401894,0,3,1,2,6,0.80000000000000004,0.59999999999999998,1.0
1834,Thriller,10778,7.3,1.068449,0,2,1,1,3,0.40000000000000002,0.40000000000000002,0.59999999999999998
1835,Action,9562,5.2,1.163943,0,3,15,18,12,3.2000000000000002,3.2000000000000002,3.2000000000000002
1836,Comedy,37559,5.6,0.311995,0,234,237,231,240,42.799999999999997,54.0,91.599999999999994
1837,Thriller,3600,4.9,1.401739,0,3,1,3,6,1.2,0.59999999999999998,0.80000000000000004
1838,Thriller,29159,4.0,0.462246,16,0,8,13,12,1.0,1.3999999999999999,7.4000000000000004
1839,Action,1271,7.0,4.274008,0,1,3,1,3,1.0,0.40000000000000002,0.20000000000000001
1840,Comedy,277368,5.1,0.185679,418,420,422,661,658,96.599999999999994,198.80000000000001,220.40000000000001
1841,Documentary,269100,6.0,0.9183,52,64,64,61,67,4.2000000000000002,26.199999999999999,31.199999999999999
1842,Comedy,237756,5.4,0.829204,755,757,449,449,747,252.40000000000001,219.59999999999999,159.40000000000001
1843,Comedy,6589,4.8,0.913145,0,750,2,41,1,50.200000000000003,50.200000000000003,58.399999999999999
1844,Drama,25053,6.5,0.419187,762,765,759,753,752,252.40000000000001,253.80000000000001,252.0
1845,Comedy,8860,5.2,0.779513,295,762,46,43,49,104.0,68.400000000000006,66.599999999999994
1846,Comedy,9973,5.5,1.632663,121,115,118,118,122,0.40000000000000002,10.0,108.40000000000001
1847,Comedy,182415,6.3,0.335273,680,683,677,682,686,229.80000000000001,228.40000000000001,223.40000000000001
1848,Action,47327,5.3,1.393479,0,3,2,5,16,0.59999999999999998,1.2,3.3999999999999999
1849,Romance,52587,6.2,0.781289,0,3,6,6,3,1.6000000000000001,0.80000000000000004,1.2
1850,Romance,347188,6.4,0.041048,23,26,9,45,61,12.800000000000001,9.0,11.0
1851,Romance,350,7.0,3.415952,765,63,762,764,138,192.0,153.0,153.40000000000001
1852,Animation,73456,6.1,0.780112,634,633,635,633,633,134.19999999999999,244.59999999999999,254.80000000000001
1853,Action,348811,4.9,0.591024,12,21,18,24,15,5.4000000000000004,6.5999999999999996,6.0
1854,Action,652,6.8,2.823284,750,26,23,29,750,101.59999999999999,106.0,108.0
1855,Drama,336805,6.2,0.663213,0,7,1,765,5,52.600000000000001,52.0,51.0
1856,Romance,2270,7.1,2.622164,94,97,101,91,97,7.4000000000000004,11.4,77.200000000000003
1857,Comedy,20200,6.1,0.801201,0,1,1,2,2,0.20000000000000001,0.59999999999999998,0.40000000000000002
1858,Action,46541,4.7,1.007539,0,3,6,5,4,1.6000000000000001,1.3999999999999999,0.59999999999999998
1859,Romance,85373,5.4,1.121837,6,12,12,8,19,10.800000000000001,0.40000000000000002,0.20000000000000001
1860,Romance,11889,5.9,0.213303,102,105,108,111,99,35.0,35.0,35.0
1861,Comedy,341744,6.8,1.015152,452,410,413,422,424,241.59999999999999,180.80000000000001,1.8
1862,Comedy,18298,5.5,0.333385,759,752,712,759,698,251.0,249.0,236.0
1863,Comedy,254375,6.8,0.999441,600,607,604,608,587,141.80000000000001,215.40000000000001,244.0
1864,Drama,10688,5.8,0.30552,0,721,5,3,13,47.799999999999997,49.0,51.600000000000001
1865,Action,13954,5.1,1.159602,0,4,3,4,1,0.40000000000000002,1.8,0.20000000000000001
1866,Documentary,56811,6.1,0.00956,490,498,494,499,493,121.0,166.59999999999999,207.19999999999999
1867,Comedy,82650,5.8,1.72174,765,762,764,763,764,254.59999999999999,254.59999999999999,254.40000000000001
1868,Action,273404,6.0,0.393595,3,6,0,3,1,0.40000000000000002,1.3999999999999999,0.80000000000000004
1869,Action,296,5.9,4.99439,35,38,37,41,32,13.4,12.6,10.6
1870,Action,13989,7.0,1.047628,61,58,64,55,731,69.400000000000006,66.0,58.399999999999999
1871,Comedy,366505,6.6,0.456246,132,129,128,131,615,89.0,69.599999999999994,68.400000000000006
1872,Comedy,325358,4.4,1.316002,0,3,3,2,6,1.0,0.80000000000000004,1.0
1873,Romance,16992,6.6,0.610555,14,17,11,20,8,4.0,4.0,6.0
1874,Action,14620,4.6,1.004838,7,3,0,22,16,1.2,2.2000000000000002,6.2000000000000002
1875,Comedy,226936,4.3,0.05641,762,724,670,721,730,245.80000000000001,241.80000000000001,233.80000000000001
1876,Animation,9907,5.1,1.111462,293,295,296,298,121,44.0,76.200000000000003,140.40000000000001
1877,Action,97020,5.7,3.558115,757,760,744,762,762,251.19999999999999,252.0,253.80000000000001
1878,Comedy,277432,5.9,0.638309,32,70,36,73,35,4.4000000000000004,4.7999999999999998,40.0
1879,Comedy,10012,5.0,1.098717,0,2,1,1,4,0.20000000000000001,0.20000000000000001,1.2
1880,Comedy,308453,5.4,0.821598,716,713,710,707,719,234.0,237.0,242.0
1881,Action,18355,6.7,0.876183,21,24,22,18,27,6.4000000000000004,8.1999999999999993,7.7999999999999998
1882,Romance,11208,6.6,1.140726,0,3,6,9,12,2.0,2.0,2.0
1883,Drama,7979,7.4,1.132384,18,21,15,24,12,6.0,6.0,6.0
1884,Comedy,419507,3.7,0.07343,486,483,489,483,486,96.400000000000006,183.19999999999999,205.80000000000001
1885,Action,2023,6.4,1.573901,10,10,6,12,8,9.0,0.20000000000000001,0.0
1886,Action,13836,5.4,1.293568,45,48,51,32,42,25.399999999999999,10.6,7.5999999999999996
1887,Thriller,299245,4.9,1.777146,3,6,21,37,28,13.6,2.7999999999999998,2.6000000000000001
1888,Thriller,12706,6.6,0.92753,3,0,3,1,3,1.2,0.40000000000000002,0.40000000000000002
1889,Action,71679,5.6,0.324981,765,763,410,407,756,198.59999999999999,210.80000000000001,210.80000000000001
1890,Action,73262,5.7,2.428133,680,683,681,730,677,243.0,232.59999999999999,214.59999999999999
1891,Animation,396263,7.2,1.945856,0,8,14,11,17,2.7999999999999998,2.7999999999999998,4.4000000000000004
1892,Drama,244563,6.4,0.165362,676,674,673,258,670,210.0,191.80000000000001,188.40000000000001
1893,Animation,347201,7.8,1.374861,765,732,720,729,738,245.19999999999999,245.0,246.59999999999999
1894,Drama,11197,6.8,0.618849,740,737,743,735,738,247.80000000000001,246.80000000000001,244.0
1895,Comedy,59468,7.2,0.756476,20,17,23,14,24,5.7999999999999998,5.5999999999999996,8.1999999999999993
1896,Comedy,151743,6.1,0.606639,0,3,1,2,6,0.59999999999999998,0.80000000000000004,1.0
1897,Romance,314388,7.1,0.106319,765,763,760,749,754,253.59999999999999,253.40000000000001,251.19999999999999
1898,Thriller,86597,5.6,1.053555,0,3,6,9,1,1.3999999999999999,1.2,1.2
1899,Thriller,165904,6.6,0.286029,0,2,123,120,123,25.800000000000001,22.399999999999999,25.399999999999999
1900,Comedy,14301,7.8,0.428635,24,765,764,35,29,104.40000000000001,106.2,112.8
1901,Comedy,13493,5.0,0.953328,0,536,528,264,525,117.59999999999999,117.0,136.0
1902,Animation,13930,7.6,0.716265,595,661,663,242,657,153.59999999999999,185.19999999999999,224.80000000000001
1903,Comedy,15587,4.4,0.426248,13,12,10,16,18,3.2000000000000002,5.5999999999999996,5.0
1904,Romance,287509,6.3,0.341123,765,253,764,762,764,249.19999999999999,204.80000000000001,207.59999999999999
1905,Comedy,279545,4.7,0.084909,763,765,0,761,760,204.0,204.0,201.80000000000001
1906,Comedy,31175,7.2,1.682235,750,747,753,744,25,201.0,200.80000000000001,202.0
1907,Animation,30675,6.6,0.708349,10,13,7,16,2,2.0,2.7999999999999998,4.7999999999999998
1908,Comedy,16205,5.8,0.472284,6,4,5,6,9,3.0,0.40000000000000002,2.6000000000000001
1909,Documentary,390520,7.3,0.193382,168,165,171,171,162,35.600000000000001,48.799999999999997,83.0
1910,Action,168138,5.6,0.577498,33,36,25,29,39,12.4,11.6,8.4000000000000004
1911,Drama,11321,7.5,2.358611,765,16,46,17,39,59.200000000000003,56.200000000000003,61.200000000000003
1912,Drama,30431,6.5,0.654139,765,763,764,764,761,254.80000000000001,254.80000000000001,253.80000000000001
1913,Comedy,13727,4.3,0.12762,588,0,463,591,594,186.40000000000001,151.80000000000001,109.0
1914,Documentary,202141,7.1,2.048229,3,0,6,9,12,2.0,2.0,2.0
1915,Thriller,12690,6.3,0.800051,0,2,3,5,36,1.6000000000000001,3.7999999999999998,3.7999999999999998
1916,Romance,85431,6.7,0.279432,556,691,553,688,694,208.19999999999999,218.19999999999999,210.0
1917,Action,119569,6.6,0.413317,6,31,8,9,28,4.4000000000000004,4.7999999999999998,7.2000000000000002
1918,Romance,2977,6.9,1.353482,696,697,15,18,12,100.0,98.400000000000006,89.200000000000003
1919,Comedy,29564,5.3,1.203447,0,765,3,762,6,102.40000000000001,102.40000000000001,102.40000000000001
1920,Thriller,265019,4.8,0.150119,12,5,12,10,13,2.3999999999999999,0.20000000000000001,7.7999999999999998
1921,Drama,222649,6.5,1.490083,92,95,89,98,86,32.0,31.0,29.0
1922,Thriller,1902,7.4,1.133197,0,692,689,690,1,131.80000000000001,138.0,144.59999999999999
1923,Drama,47979,7.0,0.619879,765,476,750,762,753,253.0,246.19999999999999,202.0
1924,Action,24,7.6,5.431803,474,57,472,475,475,208.59999999999999,179.40000000000001,2.6000000000000001
1925,Comedy,421,7.1,1.004355,0,3,6,9,15,2.2000000000000002,2.2000000000000002,2.2000000000000002
1926,Comedy,8835,6.1,2.258129,612,606,609,615,603,211.0,204.0,194.0
1927,Comedy,323262,5.0,0.609236,723,720,726,717,720,250.59999999999999,243.19999999999999,227.40000000000001
1928,Comedy,53957,6.6,0.001893,765,762,763,759,143,213.40000000000001,212.0,213.0
1929,Romance,7211,6.6,0.761967,765,584,586,587,584,254.80000000000001,229.59999999999999,136.80000000000001
1930,Drama,330544,6.0,0.306546,4,5,6,5,2,0.80000000000000004,0.20000000000000001,3.3999999999999999
1931,Thriller,8080,5.3,0.390658,2,0,303,5,4,47.799999999999997,5.7999999999999998,9.1999999999999993
1932,Romance,870,7.5,0.491718,290,290,286,289,286,230.19999999999999,0.59999999999999998,57.399999999999999
1933,Romance,47760,6.2,1.818735,262,256,259,253,265,81.0,80.0,98.0
1934,Action,8202,5.4,2.307086,9,6,0,3,1,1.2,1.3999999999999999,1.2
1935,Action,2501,7.2,5.468312,0,2,4,3,5,0.40000000000000002,0.40000000000000002,2.0
1936,Drama,8436,6.7,0.515025,0,3,6,9,763,52.200000000000003,52.200000000000003,51.799999999999997
1937,Comedy,48988,5.4,1.917273,657,657,12,9,659,133.80000000000001,136.0,129.0
1938,Comedy,817,6.1,2.346502,269,266,269,765,264,51.200000000000003,128.19999999999999,187.19999999999999
1939,Comedy,9844,5.8,0.932018,129,337,331,333,336,199.59999999999999,60.799999999999997,32.799999999999997
1940,Animation,168903,5.3,0.631859,765,762,763,757,759,254.0,254.0,253.19999999999999
1941,Thriller,24702,5.0,0.258933,0,3,7,3,10,0.80000000000000004,1.6000000000000001,2.2000000000000002
1942,Animation,251519,6.8,1.475086,0,765,2,1,1,51.200000000000003,51.200000000000003,51.399999999999999
1943,Drama,244063,7.6,0.24021,5,754,751,2,3,100.2,100.59999999999999,102.2
1944,Drama,258216,6.8,3.005332,742,739,745,740,742,251.19999999999999,247.59999999999999,242.80000000000001
1945,Animation,40619,7.6,0.339515,0,3,6,765,9,52.200000000000003,52.200000000000003,52.200000000000003
1946,Action,50357,5.0,1.073455,0,3,9,2,5,0.59999999999999998,0.80000000000000004,2.3999999999999999
1947,Action,105077,6.5,0.53309,6,9,9,765,6,51.799999999999997,51.799999999999997,55.399999999999999
1948,Thriller,3511,5.5,0.505162,765,18,21,759,762,155.0,155.0,155.0
1949,Drama,78604,7.4,0.045337,63,60,66,57,65,26.800000000000001,18.800000000000001,16.600000000000001
1950,Romance,6639,6.4,0.669279,742,741,753,737,739,255.0,254.80000000000001,232.59999999999999
1951,Drama,253279,5.9,1.0458,0,3,10,7,4,0.80000000000000004,1.3999999999999999,2.6000000000000001
1952,Thriller,15577,6.2,1.712902,0,3,2,6,9,1.2,1.2,1.6000000000000001
1953,Comedy,224141,5.6,2.326499,3,0,6,2,5,0.80000000000000004,0.80000000000000004,1.6000000000000001
1954,Action,10940,7.3,0.370195,20,17,23,26,29,5.0,11.0,7.0
1955,Drama,317557,6.9,1.520994,694,691,43,40,697,153.40000000000001,144.59999999999999,135.0
1956,Comedy,112205,6.0,2.923834,6,4,5,12,6,5.7999999999999998,0.59999999999999998,0.20000000000000001
1957,Action,10016,4.7,1.197717,6,0,9,3,12,2.0,2.0,2.0
1958,Comedy,49350,4.2,0.666883,765,762,2,759,278,152.40000000000001,175.59999999999999,185.19999999999999
1959,Thriller,9871,6.7,0.469001,0,2,3,5,1,0.59999999999999998,0.40000000000000002,1.2
1960,Romance,22958,6.4,0.776944,765,0,764,764,1,153.0,152.80000000000001,153.0
1961,Comedy,201765,6.0,0.049761,725,732,687,684,684,230.80000000000001,235.40000000000001,236.19999999999999
1962,Action,14139,7.0,1.746898,0,6,3,9,12,2.0,2.0,2.0
1963,Action,48395,6.4,0.449089,756,753,750,747,759,251.0,251.0,251.0
1964,Comedy,156700,7.0,1.502303,79,76,78,75,72,7.2000000000000002,39.600000000000001,29.199999999999999
1965,Comedy,236028,6.9,0.016374,448,209,228,233,238,85.200000000000003,80.200000000000003,105.8
1966,Animation,355338,7.3,0.524505,765,0,78,142,762,108.40000000000001,105.40000000000001,135.59999999999999
1967,Thriller,65760,6.6,2.068717,0,3,6,1,2,0.80000000000000004,0.59999999999999998,1.0
1968,Drama,271736,6.1,1.232945,468,0,3,6,9,52.0,43.799999999999997,1.3999999999999999
1969,Comedy,17047,5.1,1.771432,0,765,2,1,308,98.400000000000006,57.600000000000001,59.200000000000003
1970,Romance,205022,6.4,0.7764,71,82,66,79,74,34.200000000000003,21.800000000000001,18.399999999999999
1971,Comedy,9440,6.0,0.652464,0,2,1,4,1,0.20000000000000001,0.20000000000000001,1.2
1972,Drama,290382,7.5,0.696552,18,21,765,23,764,104.40000000000001,105.59999999999999,108.2
1973,Thriller,109421,6.4,1.903884,145,142,145,141,165,138.40000000000001,2.7999999999999998,6.4000000000000004
1974,Comedy,171372,6.8,1.984716,323,310,97,329,326,82.0,63.799999999999997,131.19999999999999
1975,Documentary,11779,7.3,0.404604,0,482,667,1,1,88.200000000000003,88.0,54.0
1976,Documentary,501,7.2,0.405486,3,93,87,99,105,25.0,24.199999999999999,28.199999999999999
1977,Documentary,53344,7.4,0.211683,760,765,763,0,762,203.59999999999999,203.59999999999999,202.80000000000001
1978,Comedy,160885,7.8,0.036105,0,3,526,525,523,150.0,127.8,37.600000000000001
1979,Action,78215,6.8,0.459886,710,713,707,716,762,244.0,240.0,237.59999999999999
1980,Comedy,244539,6.8,0.688327,400,397,403,0,394,57.200000000000003,118.8,142.80000000000001
1981,Documentary,66150,7.4,0.33161,37,765,764,40,764,157.40000000000001,157.80000000000001,158.80000000000001
1982,Romance,10818,6.1,0.58204,0,3,1,497,2,42.200000000000003,32.200000000000003,26.199999999999999
1983,Drama,253239,7.1,0.901103,255,258,261,255,258,44.799999999999997,89.400000000000006,123.2
1984,Drama,8440,7.2,0.949735,4,8,6,7,3,5.5999999999999996,0.0,0.0
1985,Drama,283235,6.8,1.066985,184,187,181,138,135,53.399999999999999,58.399999999999999,53.200000000000003
1986,Documentary,191502,6.7,0.566873,390,693,690,694,696,242.19999999999999,217.0,173.40000000000001
1987,Animation,24357,6.9,0.215782,3,5,0,8,3,0.80000000000000004,1.2,1.8
1988,Drama,296025,6.1,0.178576,472,474,472,3,470,187.80000000000001,157.0,33.399999999999999
1989,Drama,8747,6.6,0.161537,581,578,576,583,581,254.80000000000001,231.0,94.0
1990,Drama,39210,6.1,0.373774,0,1,2,4,3,0.0,2.0,0.0
1991,Animation,12924,7.0,0.81243,283,604,162,215,102,64.799999999999997,87.200000000000003,121.2
1992,Drama,332979,6.7,1.79239,501,14,16,16,11,54.600000000000001,46.0,11.0
1993,Comedy,1697,7.2,0.324315,765,764,764,763,763,254.80000000000001,254.40000000000001,254.59999999999999
1994,Animation,13004,6.4,0.972891,446,447,444,449,443,46.200000000000003,171.19999999999999,228.40000000000001
1995,Action,273481,7.2,4.828489,622,625,628,619,631,225.0,213.0,187.0
1996,Animation,12600,5.5,0.721432,618,765,764,763,764,245.19999999999999,249.59999999999999,240.0
1997,Action,1872,4.6,0.428479,72,69,75,71,74,20.800000000000001,24.800000000000001,26.600000000000001
1998,Comedy,127867,5.7,0.780652,0,722,688,705,720,201.0,198.80000000000001,167.19999999999999
